document_id,title,text,source,crop,country,origin,source_url,license
170,Preventing Tomato Late Blight in Tomato (Guinea savanna),"Tomato Late Blight of tomato, caused by oomycete (Phytophthora infestans). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Use resistant varieties, avoid overhead irrigation, stake for airflow, and scout in cool wet weather. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Tomato,Nigeria,synthetic,,synthetic (CC0)
171,Managing Tomato Late Blight in Tomato (Highlands),"Tomato Late Blight of tomato, caused by oomycete (Phytophthora infestans). Managing an outbreak in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Apply protectant fungicide ahead of wet spells, remove infected plants, and improve airflow with wider spacing and staking. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",IITA,Tomato,Tanzania,synthetic,,synthetic (CC0)
172,Preventing Tomato Late Blight in Tomato (Highlands),"Tomato Late Blight of tomato, caused by oomycete (Phytophthora infestans). Preventing it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Use resistant varieties, avoid overhead irrigation, stake for airflow, and scout in cool wet weather. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",Plantwise,Tomato,Kenya,synthetic,,synthetic (CC0)
173,Managing Tomato Late Blight in Tomato (Irrigated lowland),"Tomato Late Blight of tomato, caused by oomycete (Phytophthora infestans). Managing an outbreak in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Apply protectant fungicide ahead of wet spells, remove infected plants, and improve airflow with wider spacing and staking. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",AGRA,Tomato,Kenya,synthetic,,synthetic (CC0)
174,Preventing Tomato Late Blight in Tomato (Irrigated lowland),"Tomato Late Blight of tomato, caused by oomycete (Phytophthora infestans). Preventing it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Use resistant varieties, avoid overhead irrigation, stake for airflow, and scout in cool wet weather. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",FAO,Tomato,Tanzania,synthetic,,synthetic (CC0)
175,How Tomato Leaf Curl Virus spreads in Tomato,"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). How it spreads: Transmitted by whiteflies; pressure rises in hot dry spells with high whitefly numbers.",Plantwise,Tomato,Nigeria,synthetic,,synthetic (CC0)
176,Symptoms of Tomato Leaf Curl Virus in Tomato,"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). Symptoms to look for: Upward curling and cupping of leaves, yellowing of margins, severe stunting and heavy flower drop with few fruit.",FAO,Tomato,Ghana,synthetic,,synthetic (CC0)
177,Managing Tomato Leaf Curl Virus in Tomato (Guinea savanna),"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). Managing an outbreak in the Guinea savanna, with one long rainy season and moderately fertile soils: Use tolerant varieties, control whitefly with nets and rotation of insecticides, and remove infected plants. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",CGIAR,Tomato,Ghana,synthetic,,synthetic (CC0)
178,Preventing Tomato Leaf Curl Virus in Tomato (Guinea savanna),"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Raise seedlings under insect-proof nets, use tolerant varieties, and manage whitefly host weeds. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Tomato,Ghana,synthetic,,synthetic (CC0)
179,Managing Tomato Leaf Curl Virus in Tomato (Highlands),"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). Managing an outbreak in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Use tolerant varieties, control whitefly with nets and rotation of insecticides, and remove infected plants. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",IITA,Tomato,Egypt,synthetic,,synthetic (CC0)
180,Preventing Tomato Leaf Curl Virus in Tomato (Highlands),"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). Preventing it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Raise seedlings under insect-proof nets, use tolerant varieties, and manage whitefly host weeds. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",AGRA,Tomato,Tanzania,synthetic,,synthetic (CC0)
181,Managing Tomato Leaf Curl Virus in Tomato (Irrigated lowland),"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). Managing an outbreak in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Use tolerant varieties, control whitefly with nets and rotation of insecticides, and remove infected plants. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",National Extension Service,Tomato,Egypt,synthetic,,synthetic (CC0)
182,Preventing Tomato Leaf Curl Virus in Tomato (Irrigated lowland),"Tomato Leaf Curl Virus of tomato, caused by virus (begomovirus, whitefly-transmitted). Preventing it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Raise seedlings under insect-proof nets, use tolerant varieties, and manage whitefly host weeds. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",ICRISAT,Tomato,Ghana,synthetic,,synthetic (CC0)
183,How Yam Anthracnose spreads in Yam,"Yam Anthracnose of yam, caused by fungus (Colletotrichum gloeosporioides). How it spreads: Spread by rain splash and infected setts; warm wet weather drives it.",IITA,Yam,Togo,synthetic,,synthetic (CC0)
184,Symptoms of Yam Anthracnose in Yam,"Yam Anthracnose of yam, caused by fungus (Colletotrichum gloeosporioides). Symptoms to look for: Dark brown necrotic blotches on leaves and shoots, leaf blight and die-back of the vine that cuts tuber bulking.",ICRISAT,Yam,Benin,synthetic,,synthetic (CC0)
185,Managing Yam Anthracnose in Yam (Guinea savanna),"Yam Anthracnose of yam, caused by fungus (Colletotrichum gloeosporioides). Managing an outbreak in the Guinea savanna, with one long rainy season and moderately fertile soils: Use clean tolerant setts, stake vines for airflow, and apply fungicide under heavy pressure. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Yam,Ghana,synthetic,,synthetic (CC0)
186,Preventing Yam Anthracnose in Yam (Guinea savanna),"Yam Anthracnose of yam, caused by fungus (Colletotrichum gloeosporioides). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Plant healthy setts of tolerant varieties, rotate, and stake to keep foliage dry. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Yam,Ghana,synthetic,,synthetic (CC0)
187,Managing Yam Anthracnose in Yam (Humid forest),"Yam Anthracnose of yam, caused by fungus (Colletotrichum gloeosporioides). Managing an outbreak in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Use clean tolerant setts, stake vines for airflow, and apply fungicide under heavy pressure. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",ICRISAT,Yam,Côte d'Ivoire,synthetic,,synthetic (CC0)
188,Preventing Yam Anthracnose in Yam (Humid forest),"Yam Anthracnose of yam, caused by fungus (Colletotrichum gloeosporioides). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Plant healthy setts of tolerant varieties, rotate, and stake to keep foliage dry. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",ICRISAT,Yam,Côte d'Ivoire,synthetic,,synthetic (CC0)
189,Integrated Disease Management for Bacterial Wilt in Tomatoes,"Bacterial wilt, caused by Ralstonia solanacearum, poses a significant threat to tomato farmers, particularly in tropical regions. A study conducted in Coimbatore district, Tamil Nadu, from 2020 to 2023, revealed the disease's prevalence, especially during the Rabi season in areas like Kinathukadavu and Madukarai. An Integrated Disease Management (IDM) approach was evaluated, which included soil amendments, application of Bacillus subtilis, intercropping with marigold, seedling root dipping in streptocycline, and drenching with copper-based fungicides. The IDM treatment (T6) consistently resulted in the lowest disease incidence, ranging from 2.67% to 4.47%, and achieved the highest yield of 394.50-404.63 q/ha, along with a favorable Benefit: Cost ratio of 3.91-3.63. A strong negative correlation was observed between wilt incidence and yield, indicating that IDM T6 provided the best outcomes. These results highlight the effectiveness and sustainability of Integrated Disease Management in combating bacterial wilt and enhancing tomato production in affected areas.",CGIAR,Tomato,Tanzania,llm_grounded,https://hdl.handle.net/10568/181096,CC-BY-4.0
190,Groundnut Seed Management Success Story,"Adamu, a groundnut farmer from Maugura village, Masasi, has shared his success story regarding his involvement in TL projects. He learned essential skills such as how to grow groundnut seeds, carry out diagnosis, and store them properly. This year, he has begun planting various seeds to continue his research. The Naliendele Institute provided him with approximately 20 lines of seeds, which he is currently working on. Although these seeds have not yet been named, he has planted them in plots, ranging from plot number one to plot number twenty. Adamu's experience highlights the importance of proper seed management and the potential for research to improve crop yields and farming practices in the region.",CGIAR,Groundnut,Sudan,llm_grounded,https://hdl.handle.net/10568/108976,CC-BY-4.0
191,Revitalizing Groundnut Breeding in Ghana,"Groundnut production in Ghana faced significant decline in the mid-nineties due to various factors, prominently including the rosette disease. This decline was exacerbated by the absence of a dedicated groundnut breeder for over a decade. In 2015, efforts to revitalize the groundnut breeding program were initiated with the support of the Tropical Legumes Projects. Dr. Roger Kanton, Deputy Director of CSIR-SARI, highlighted the importance of this initiative. Dr. Richard Oteng-Frimpong, a young groundnut breeder, noted that only a few local germplasms were available at the time, which posed challenges for the breeding program's success. The reinitiation of the program aims to address the issues caused by the rosette disease and improve groundnut production in the region, ensuring better resilience and sustainability for farmers.",CGIAR,Groundnut,Nigeria,llm_grounded,https://hdl.handle.net/10568/108977,CC-BY-4.0
192,Good Practices for Tomato Cultivation,"This technical guide on good practices for tomato cultivation was prepared by the International Water Management Institute (IWMI) in partnership with the Department of Agriculture (DoA), Sri Lanka. The aim is to guide farmers on the good practices for safe and sustainable cultivation. By following these practices, farmers can enhance the health of their tomato crops, ensuring better yields and quality. The guide emphasizes the importance of understanding the specific needs of tomato plants and implementing strategies that promote their growth while minimizing environmental impact. Sustainable practices not only contribute to the well-being of the crops but also support the overall health of the farming ecosystem. Farmers are encouraged to adopt these guidelines to improve their cultivation methods and achieve better results in their tomato production.",CGIAR,Tomato,Kenya,llm_grounded,https://hdl.handle.net/10568/176451,CC-BY-4.0
193,Fertilizer Recommendations for Cereal Crops in Ethiopia,"To meet the growing global demand for food, it is essential to increase crop yields through efficient fertilizer use. In Ethiopia, plant nutrition research began in the 1960s following a soil survey that revealed widespread nitrogen (N) and phosphorus (P) deficiencies. Initial recommendations from nationwide trials in the 1970s suggested applying 64 kg N ha−1 and 20 kg P ha−1 for all crops, using di-ammonium phosphate and urea. However, research in the 1980s indicated a more tailored approach, recommending 30–138 kg N ha−1 and 0–50 kg P ha−1 based on specific agro-ecological conditions. Despite these recommendations, only 30–40% of smallholder farmers utilize fertilizers at rates below the recommended levels, averaging 37–40 kg ha−1. This limited use, coupled with high prices and declining crop responses, has resulted in only a 10% increase in cereal yields since the 1980s. To address these challenges, research into the integrated application of inorganic and organic fertilizers has shown promise in improving yields and economic benefits.",CGIAR,(general),Ghana,llm_grounded,https://hdl.handle.net/10568/118124,CC-BY-4.0
194,Targeted Fertilizer Recommendations for Smallholder Farmers in Ethiopia,"Smallholder farmers in Africa often rely on broad fertilizer recommendations that may not suit local production conditions, leading to poor responses. A randomized control trial conducted in Ethiopia examined the effects of targeted extension advice on fertilizer usage and productivity. The study found that when farmers received tailored recommendations, they were able to align their fertilizer application with the suggested levels. This adjustment resulted in increased productivity and profits. Additionally, the research explored whether pairing targeted advice with agricultural insurance would further encourage fertilizer investment. However, the findings indicated no significant difference in the effectiveness of targeted recommendations when combined with agricultural insurance. This suggests that the risk of crop failure may not be a major barrier to fertilizer adoption in this context, or that farmers do not view agricultural insurance as an effective means of mitigating risk. Overall, targeted fertilizer recommendations can play a crucial role in enhancing agricultural productivity among smallholder farmers.",CGIAR,(general),Ghana,llm_grounded,https://hdl.handle.net/10568/129962,CC-BY-4.0
195,Fertiliser recommendation for Cassava,"Fertiliser programme for cassava (Manihot esculenta). Cassava removes large amounts of potassium, so favour a K-rich blend; apply NPK 15-15-15 or a high-K formula at 4-8 weeks after planting, near but not touching the stem, on weed-free soil.",FAO,Cassava,DR Congo,synthetic,,synthetic (CC0)
196,Fertiliser recommendation for Cassava (Guinea savanna),"Fertiliser programme for cassava in the Guinea savanna, with one long rainy season and moderately fertile soils. Cassava removes large amounts of potassium, so favour a K-rich blend; apply NPK 15-15-15 or a high-K formula at 4-8 weeks after planting, near but not touching the stem, on weed-free soil. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Cassava,Uganda,synthetic,,synthetic (CC0)
197,Fertiliser recommendation for Cassava (Humid forest),"Fertiliser programme for cassava in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high. Cassava removes large amounts of potassium, so favour a K-rich blend; apply NPK 15-15-15 or a high-K formula at 4-8 weeks after planting, near but not touching the stem, on weed-free soil. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",AGRA,Cassava,Uganda,synthetic,,synthetic (CC0)
198,Fertiliser recommendation for Cassava (Sahel),"Fertiliser programme for cassava in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly. Cassava removes large amounts of potassium, so favour a K-rich blend; apply NPK 15-15-15 or a high-K formula at 4-8 weeks after planting, near but not touching the stem, on weed-free soil. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",CGIAR,Cassava,Nigeria,synthetic,,synthetic (CC0)
199,Fertiliser recommendation for Cocoa,"Fertiliser programme for cocoa (Theobroma cacao). Apply a cocoa-specific NPK (with magnesium) split across the major and minor rainy seasons, matched to shade and soil test, and recycle pod husks and leaf litter to maintain fertility.",AGRA,Cocoa,Ghana,synthetic,,synthetic (CC0)
200,Fertiliser recommendation for Cocoa (Humid forest),"Fertiliser programme for cocoa in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high. Apply a cocoa-specific NPK (with magnesium) split across the major and minor rainy seasons, matched to shade and soil test, and recycle pod husks and leaf litter to maintain fertility. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Cocoa,Côte d'Ivoire,synthetic,,synthetic (CC0)
201,Fertiliser recommendation for Common bean,"Fertiliser programme for common bean (Phaseolus vulgaris). Beans fix nitrogen, so use a small starter nitrogen dose plus a phosphorus-rich basal to drive nodulation and root growth; add potassium on light soils.",FAO,Common bean,Uganda,synthetic,,synthetic (CC0)
202,Fertiliser recommendation for Common bean (Guinea savanna),"Fertiliser programme for common bean in the Guinea savanna, with one long rainy season and moderately fertile soils. Beans fix nitrogen, so use a small starter nitrogen dose plus a phosphorus-rich basal to drive nodulation and root growth; add potassium on light soils. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",IITA,Common bean,Kenya,synthetic,,synthetic (CC0)
203,Fertiliser recommendation for Common bean (Highlands),"Fertiliser programme for common bean in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases. Beans fix nitrogen, so use a small starter nitrogen dose plus a phosphorus-rich basal to drive nodulation and root growth; add potassium on light soils. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",FAO,Common bean,Rwanda,synthetic,,synthetic (CC0)
204,Fertiliser recommendation for Cowpea,"Fertiliser programme for cowpea (Vigna unguiculata). As a nitrogen-fixing legume, cowpea needs little nitrogen; apply a phosphorus-rich basal (SSP or DAP) to feed nodulation and add potassium on depleted soils.",ICRISAT,Cowpea,Burkina Faso,synthetic,,synthetic (CC0)
205,Fertiliser recommendation for Cowpea (Guinea savanna),"Fertiliser programme for cowpea in the Guinea savanna, with one long rainy season and moderately fertile soils. As a nitrogen-fixing legume, cowpea needs little nitrogen; apply a phosphorus-rich basal (SSP or DAP) to feed nodulation and add potassium on depleted soils. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",AGRA,Cowpea,Niger,synthetic,,synthetic (CC0)
206,Fertiliser recommendation for Cowpea (Humid forest),"Fertiliser programme for cowpea in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high. As a nitrogen-fixing legume, cowpea needs little nitrogen; apply a phosphorus-rich basal (SSP or DAP) to feed nodulation and add potassium on depleted soils. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",FAO,Cowpea,Ghana,synthetic,,synthetic (CC0)
207,Fertiliser recommendation for Cowpea (Sahel),"Fertiliser programme for cowpea in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly. As a nitrogen-fixing legume, cowpea needs little nitrogen; apply a phosphorus-rich basal (SSP or DAP) to feed nodulation and add potassium on depleted soils. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",Plantwise,Cowpea,Burkina Faso,synthetic,,synthetic (CC0)
208,Fertiliser recommendation for Groundnut,"Fertiliser programme for groundnut (Arachis hypogaea). Apply phosphorus and, importantly, calcium (gypsum) at pegging for good pod fill, plus sulphur; keep nitrogen low because the crop fixes its own.",FAO,Groundnut,Sudan,synthetic,,synthetic (CC0)
209,Fertiliser recommendation for Groundnut (Guinea savanna),"Fertiliser programme for groundnut in the Guinea savanna, with one long rainy season and moderately fertile soils. Apply phosphorus and, importantly, calcium (gypsum) at pegging for good pod fill, plus sulphur; keep nitrogen low because the crop fixes its own. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Groundnut,Malawi,synthetic,,synthetic (CC0)
210,Fertiliser recommendation for Groundnut (Humid forest),"Fertiliser programme for groundnut in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high. Apply phosphorus and, importantly, calcium (gypsum) at pegging for good pod fill, plus sulphur; keep nitrogen low because the crop fixes its own. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",IITA,Groundnut,Sudan,synthetic,,synthetic (CC0)
211,Fertiliser recommendation for Groundnut (Sahel),"Fertiliser programme for groundnut in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly. Apply phosphorus and, importantly, calcium (gypsum) at pegging for good pod fill, plus sulphur; keep nitrogen low because the crop fixes its own. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",CGIAR,Groundnut,Malawi,synthetic,,synthetic (CC0)
212,Fertiliser recommendation for Maize,"Fertiliser programme for maize (Zea mays). Target ~120 kg N, 40 kg P2O5 and 40 kg K2O per hectare on responsive soils. Apply a P-rich NPK (e.g. NPK 15-15-15) as basal at planting, then split the nitrogen: about one third as urea at 3-4 weeks and the rest at knee-high/tasselling. Add zinc on deficient soils.",AGRA,Maize,Zambia,synthetic,,synthetic (CC0)
213,Site-Specific Fertilizer Recommendations for Maize in Sub-Saharan Africa,"In sub-Saharan Africa, the relationship between nutrient application and maize yield varies significantly due to factors such as soil nutrient supply, moisture, crop management, and germplasm. This variability impacts fertilizer use efficiency and crop productivity. To address this, the Nutrient Expert (NE) decision support system has been developed to provide site-specific fertilizer recommendations. NE was calibrated for major maize agroecological zones in Nigeria, Ethiopia, and Tanzania using data from 735 on-farm nutrient omission trials conducted between 2015 and 2017. Performance trials from 2016 to 2018 evaluated NE recommendations against soil-test based recommendations, blanket fertilizer recommendations, and a control with no fertilizer. Results showed that maize yield response to nitrogen (N), phosphorus (P), and potassium (K) varied by location, with average responses of 2.4, 1.6, and 0.2 t ha−1 in Nigeria; 2.3, 0.9, and 0.2 t ha−1 in Ethiopia; and 1.5, 0.8, and 0.2 t ha−1 in Tanzania. Secondary and micronutrients also contributed to yield increases in specific areas.",CGIAR,Maize,Tanzania,llm_grounded,https://hdl.handle.net/10568/107832,CC-BY-4.0
214,Site-Specific Fertilizer Recommendations for Maize in Malawi,"To address the challenge of low maize productivity in Malawi, it is essential to implement spatially explicit and nutrient-specific fertilizer recommendations that consider soil heterogeneity and economic constraints. Traditional blanket recommendations fail to account for localized variations in soil properties, climate, and nutrient responses, which limits their effectiveness. This study utilized a Light Gradient Boosting Machine (LightGBM) model to generate fine-scale (250 m resolution) fertilizer recommendations for nitrogen (N), phosphorus (P), potassium (K), sulfur (S), and zinc (Zn). The model was trained on 20 features, including nutrient management, soil, climate, topography, and hydrological factors. Results indicated significant spatial variation in nutrient requirements, with nitrogen and phosphorus exhibiting the widest ranges in both agronomic and economic rates. The economic optimum rates were found to be slightly lower than agronomic rates, highlighting the need for tailored nutrient management strategies in smallholder maize systems to enhance productivity effectively.",CGIAR,Maize,Nigeria,llm_grounded,https://hdl.handle.net/10568/179331,CC-BY-4.0
215,Fertilizer Recommendations for Maize in Semi-Arid Tanzania,"The Africa RISING program utilizes the mother-baby trial approach to test and validate fertilizer recommendations for maize in semi-arid Tanzania. During the 2013 and 2014 growing seasons, ICRAF and partners developed a fertilizer plan recommending 30 kg P/ha and 60 kg N/ha. Farmers participated in testing these rates on their fields as baby trials after receiving training on promising fertilizer technologies and good agronomic practices (GAP). In 2016, 605 farmers (55% male and 45% female) established baby trials to validate the effectiveness of these fertilizer-maize variety technologies. The fertilizers tested included Minjingu and Yara Mila Cereals, while the maize varieties included Staha, Kilima, SEED Co, and a local variety known as Gunzi Jekundu. Each farmer assessed the performance of improved and local maize varieties with and without the recommended fertilizers, applying them according to guidelines provided by the companies. This approach aims to enhance maize productivity in the region through validated and farmer-driven trials.",CGIAR,Maize,Ghana,llm_grounded,https://hdl.handle.net/10568/144813,CC-BY-4.0
216,Refining Fertilizer Recommendations for Maize in Smallholder Landscapes,"Improving fertilizer recommendations is crucial for enhancing food security among smallholder farmers. Current practices involve blanket recommendations across various agro-ecological zones, which do not account for the spatial variability in fertilizer response (FR) and nutrient use efficiency (N-AE) of maize crops. A study analyzing 71 on-farm publications from Kenya and Sub-Sahara Africa revealed that the average FR was 2, with considerable variation from 1 to 28.5. Notably, 18% of plots in SSA were non-responsive, exhibiting an FR of less than 1. Key factors influencing N-AE in Kenya included P-Olsen, silt content, soil pH, clay, and rainfall, while in SSA, soil pH, exchangeable K, and texture were significant. However, available data on soil, climate, and management factors only explained less than 33% of the variation in FR and N-AE. Therefore, refining fertilizer recommendations should incorporate detailed information on soil types and properties to enhance nutrient management for maize cultivation.",CGIAR,Maize,Tanzania,llm_grounded,https://hdl.handle.net/10568/99700,CC-BY-4.0
217,Enhancing Maize Productivity in Northern Ghana,"In northern Ghana, smallholder farmers face challenges such as low soil fertility and unpredictable rainfall, leading to low productivity. A study evaluated the effectiveness of site-specific fertilizer recommendations (SSF) combined with maize-cowpea intercropping to enhance productivity and resilience. Demonstrations were conducted in ten communities across the Northern and Upper West regions. Two treatments were assessed: maize-cowpea intercrop with SSF and sole maize with farmer-applied fertilizer rates. Despite a long dry spell in 2024 affecting many crops, the SSF + intercrop plots yielded significantly higher maize grain at 4,078 kg ha-1 compared to the farmer practice of 2,826 kg ha-1, demonstrating resilience against drought. Average yields from farmer-replicated plots reached 3,124 kg ha-1, surpassing the regional average of 1,600 kg ha-1. This study indicates that tailored fertilizer recommendations alongside maize-cowpea intercropping can contribute to sustainable production, bridging yield gaps, and improving food security in the Guinea savannah agroecological zone.",CGIAR,Maize,Ghana,llm_grounded,https://hdl.handle.net/10568/177572,CC-BY-4.0
218,Tailored Fertilizer Recommendations for Maize in Ghana,"Agroadvisory services are crucial for enhancing sustainable agricultural practices, especially in regions like Ghana that face climate fluctuations and resource limitations. The Alliance of Bioversity International & CIAT, in collaboration with IITA and CSIR, is working to integrate input supply, insurance, and advisory services to support maize farmers. This initiative focuses on improving fertilizer use recommendations based on specific soil tests and experimental datasets. Utilizing the AgWise framework, the project has generated site-specific fertilizer recommendations by analyzing over 1,740 data points from scientific publications, field trials, and crop cut surveys. The modeling process included a thorough exploration of soil characteristics, climate patterns, and topography, resulting in a dataset of 1,532 observations across 47 data columns. The H2O package within RStudio was employed for model training, ensuring that the recommendations are precise and tailored to the unique conditions of the Guinea Savannah zone, ultimately aiming to enhance maize productivity and mitigate associated risks.",CGIAR,Maize,Nigeria,llm_grounded,https://hdl.handle.net/10568/162966,CC-BY-4.0
219,Fertiliser recommendation for Maize (Guinea savanna),"Fertiliser programme for maize in the Guinea savanna, with one long rainy season and moderately fertile soils. Target ~120 kg N, 40 kg P2O5 and 40 kg K2O per hectare on responsive soils. Apply a P-rich NPK (e.g. NPK 15-15-15) as basal at planting, then split the nitrogen: about one third as urea at 3-4 weeks and the rest at knee-high/tasselling. Add zinc on deficient soils. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Maize,Zambia,synthetic,,synthetic (CC0)
220,Next-Generation Decision Support Tool for Fertilizer Recommendations in Maize,"This study evaluates the potential of a Next-Generation Decision Support Tool (DST) designed to provide data-driven, season-tailored, site-specific fertilizer recommendations (SSRs) to improve maize performance in Ethiopia. The DST utilizes a national maize yield response to fertilizer database, geo-referenced soil profiles, spatial covariates, and a Random Forest algorithm to optimize nitrogen-phosphorus (N-P) rates at a resolution of 250 m. During the 2024 season, the tool's effectiveness was validated through on-farm trials on 59 fields across Meskan, Mareko, and Shala districts, comparing DST-based SSR with district-level local recommendations and farmers' current practices. Results indicated that grain yield was significantly influenced by both location and fertilizer strategy, with SSR consistently outperforming local recommendations and often farmers' practices, particularly in Mareko and Shala. Economic analyses revealed clear profitability advantages of SSR over local recommendations across all districts, highlighting the tool's potential to enhance maize production through tailored nutrient management.",CGIAR,Maize,Ghana,llm_grounded,https://hdl.handle.net/10568/178470,CC-BY-4.0
221,Fertiliser recommendation for Maize (Highlands),"Fertiliser programme for maize in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases. Target ~120 kg N, 40 kg P2O5 and 40 kg K2O per hectare on responsive soils. Apply a P-rich NPK (e.g. NPK 15-15-15) as basal at planting, then split the nitrogen: about one third as urea at 3-4 weeks and the rest at knee-high/tasselling. Add zinc on deficient soils. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",IITA,Maize,Nigeria,synthetic,,synthetic (CC0)
222,Fertiliser recommendation for Maize (Humid forest),"Fertiliser programme for maize in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high. Target ~120 kg N, 40 kg P2O5 and 40 kg K2O per hectare on responsive soils. Apply a P-rich NPK (e.g. NPK 15-15-15) as basal at planting, then split the nitrogen: about one third as urea at 3-4 weeks and the rest at knee-high/tasselling. Add zinc on deficient soils. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Maize,Zambia,synthetic,,synthetic (CC0)
